Topics,Replies,Views,Time
"How long does it take - clearance via reciprocityHow long does it take - clearance via reciprocity
tcamry, 2013",4,2135,2013
"Past employment / public trust bgPast employment / public trust bg
Mike, 2013",3,773,2013
"Inconclusive polygraphInconclusive polygraph
nxp007, 2013",5,3877,2013
"some clearance questionssome clearance questions
me, 2013",1,736,2013
"Public trust- probationary periodPublic trust- probationary period
Shore1141, 2013",4,1550,2013
"Will current boss be contacted?Will current boss be contacted?
fedchick, 2013",5,1441,2013
"Polygraph resultsPolygraph results
Topgear88, 2013",8,1091,2013
"Interim invalidated after 6 months. HELP!Interim invalidated after 6 months. HELP!
crystal_yajing, 2013",2,747,2013
"DUI arrestDUI arrest
jokyfo, 2013",0,993,2013
"Delays at PSIP-CoEDelays at PSIP-CoE
nerdtron, 2013",0,1750,2013
"RRU request on JPAS systemRRU request on JPAS system
Rather not, 2013",2,10531,2013
"Interim Question - Mitigating CriteriaInterim Question - Mitigating Criteria
Chris, 2013",3,2058,2013
"Question regarding SF86Question regarding SF86
SFvet, 2013",6,1026,2013
"What if the Fed Gov&#039;t legalizes marijuana?What if the Fed Gov&#039;t legalizes marijuana?
Tiredofwork, 2013",10,1286,2013
"SF-86 interviewSF-86 interview
obsolete, 2013-  1 , 2",36,34584,2013
"Foreign Travel QuestionForeign Travel Question
DoSHopeful, 2013",3,1032,2013
"Eligibility of loss of jurisdictionEligibility of loss of jurisdiction
APHIA85, 2013",6,2299,2013
"SF-86 omission questionSF-86 omission question
billzo, 2013",0,1604,2013
"Current Secret &amp; applying for TSCurrent Secret &amp; applying for TS
PMmgr, 2013",2,440,2013
"Drug use and interview questionDrug use and interview question
dc, 2013",14,22544,2013
"Selected for job waiting on initial clearanceSelected for job waiting on initial clearance
fedgov8556, 2013",3,903,2013
"TS/SCI cleared but no green badgeTS/SCI cleared but no green badge
tallguy78, 2013",1,3024,2013
"Two Questions on Foreign Issues for e-QiPTwo Questions on Foreign Issues for e-QiP
JBH23, 2013",5,1713,2013
"SF-86 Question: Born on US BaseSF-86 Question: Born on US Base
Blueshine180, 2013",3,3121,2013
"Update time frame on Clearance...Update time frame on Clearance...
Doug, 2013",0,591,2013
"Two Open Investigations?Two Open Investigations?
Richard, 2013",0,419,2013
"SF-86 Interview ContactsSF-86 Interview Contacts
obsolete, 2013",12,4058,2013
"A Hypothetical For Obtaining Any Clearance?A Hypothetical For Obtaining Any Clearance?
Christopher, 2013",4,1084,2013
"Input appreciatedInput appreciated
generic_user, 2013",6,1031,2013
"Denied TS Interim Granted Secret w/ RelocationDenied TS Interim Granted Secret w/ Relocation
CPinOhio, 2013",9,2744,2013
"Intel TS/SCI w/ Polygraph QuestionIntel TS/SCI w/ Polygraph Question
BlueMoon786, 2013",2,2467,2013
"Spouse from RussiaSpouse from Russia
Nick Thomas, 2013-  1 , 2",24,8219,2013
"Investigation questionInvestigation question
Topgear88, 2013",9,1988,2013
"Security violation ReprisalSecurity violation Reprisal
FEDEMP Savior, 2013",2,932,2013
"DOHA HearingsDOHA Hearings
Rather not, 2013",4,796,2013
"Public trust high riskPublic trust high risk
Shore1141, 2013",7,2781,2013
"expired clearance, marketableexpired clearance, marketable
user446, 2013",3,1158,2013
"Interim SCIInterim SCI
DoSHopeful, 2013",3,2645,2013
"TS Clearance and Marijuana Use 2018TS Clearance and Marijuana Use 2018
BlueMoon786, 2013",7,1076,2013
"Can you submit a new SF-86 while being adjudicatedCan you submit a new SF-86 while being adjudicated
Rather not, 2013",0,751,2013
"Background investigation processBackground investigation process
hmq100, 2013",1,1412,2013
"Requested hearing from DOHARequested hearing from DOHA
Brian, 2013",0,759,2013
"Know anyone at DOHA?Know anyone at DOHA?
Rather not, 2013",4,663,2013
"What happens ...What happens ...
falconer333, 2013",4,856,2013
"Clearance TerminatedClearance Terminated
John6045, 2013",1,852,2013
"SF86 Help?SF86 Help?
obsolete, 2013",1,574,2013
"difficulty getting informationdifficulty getting information
tds, 2013",1,828,2013
"Adjustment Disorder and ClearanceAdjustment Disorder and Clearance
FyreFox, 2013",8,2539,2013
"OF-306 and recently changed pleOF-306 and recently changed ple
mr_p, 2013",1,1076,2013
"Public Trust - spouse has criminal recordPublic Trust - spouse has criminal record
jane, 2013",3,1920,2013
"Secret Clearance and Credit HistorySecret Clearance and Credit History
emsestudent, 2013",4,1839,2013
"Anyone Ever FOIA/PAed an Unsuitable Result?Anyone Ever FOIA/PAed an Unsuitable Result?
Sam, 2013",1,808,2013
"Reference interviewsReference interviews
falconer333, 2013",4,1467,2013
"Dismissed Traffic TicketsDismissed Traffic Tickets
J&#111;n, 2013",15,8360,2013
"any pro bono security clearance lawyersany pro bono security clearance lawyers
zetsui, 2013",12,2787,2013
"SF86 and TaxesSF86 and Taxes
ArticLegacy, 2020",14,14540,2020
"Do you lose your TS SSBI when quiting a jobDo you lose your TS SSBI when quiting a job
steppinthrax, 2013",0,586,2013
"My very worrying situationMy very worrying situation
Jas&#111;n, 2013",2,1121,2013
"Rejoining for a Clearance?Rejoining for a Clearance?
mulligan, 2013",7,536,2013
"USIS Hiring Process-waiting for adjudicationUSIS Hiring Process-waiting for adjudication
C. Burke, 2013",12,3430,2013
"Good Article-DOHA adjudicator for ContractorsGood Article-DOHA adjudicator for Contractors
Doug, 2013",2,543,2013
"TS/INTERIMTS/INTERIM
Larry Pyles, 2013",3,927,2013
"Current Spouse Interview for SSBI?Current Spouse Interview for SSBI?
Tom, 2013",1,4064,2013
"Previous Drug use and Secret ClearancePrevious Drug use and Secret Clearance
Statehopeful1991, 2013",2,1068,2013
"Question about drug use on SF86Question about drug use on SF86
Faowind, 2013",7,9846,2013
"How long the whole clearance process might take?How long the whole clearance process might take?
nxp007, 2013",3,2671,2013
"Interim SecretInterim Secret
adrianne, 2013",2,470,2013
"Lied on OF-306Lied on OF-306
Rob Hampt&#111;n, 2013",3,2565,2013
"info in a memo from CAFinfo in a memo from CAF
kristy, 2013",4,657,2013
"Can someone please answer this question?Can someone please answer this question?
Rather not, 2013",4,761,2013
"Mitigated by TimeMitigated by Time
mjm1, 2013",7,1667,2013
"background investigation filebackground investigation file
kristy, 2013",1,432,2013
"Should I volunteer this info?Should I volunteer this info?
katiekj, 2013-  1 , 2",30,3807,2013
"DoD background checkDoD background check
jacob, 2013",2,2882,2013
"Passing background checkPassing background check
Barbara Anders&#111;n, 2013",1,535,2013
"background check and offer letterbackground check and offer letter
henry kolt, 2013",4,1632,2013
"periodic review interruptionperiodic review interruption
user446, 2013",2,355,2013
"Info/help? - Public Trust InvestigationInfo/help? - Public Trust Investigation
alcatraz, 2013",12,4852,2013
"SF-85P &quot;higher&quot; than SF-86?SF-85P &quot;higher&quot; than SF-86?
Bethany, 2013",4,7474,2013
"How to contact Congressmans officeHow to contact Congressmans office
Rather not, 2013",19,2098,2013
"DoD Secret Clearance to DHS/ICE Clearance?DoD Secret Clearance to DHS/ICE Clearance?
Greg, 2013",1,3168,2013
"start date to keep clearancestart date to keep clearance
user446, 2013",6,551,2013
"Office of Naval Intelligence InvestigationOffice of Naval Intelligence Investigation
Ross Oldham, 2013",1,3574,2013
"L clearanceL clearance
Jigar Patel, 2013",1,576,2013
"DoD TS Clearance VS DHS/CBP ClearanceDoD TS Clearance VS DHS/CBP Clearance
Robert O&#039;Hare, 2013",0,2436,2013
"DOHA SUCKS!!!!!!!!!!!!!DOHA SUCKS!!!!!!!!!!!!!
Rather not, 2013",6,1166,2013
"RSI InvestigationRSI Investigation
myluck, 2013",4,3511,2013
"Delay in SCI adjudicationDelay in SCI adjudication
WaitingForTS, 2013",5,2782,2013
"ANACI BI Process/TimelineANACI BI Process/Timeline
Matt, 2013",0,984,2013
"SF85: Federal Badge ordered but race is incorrectSF85: Federal Badge ordered but race is incorrect
dcmetro, 2013",0,460,2013
"field interview for SSBIfield interview for SSBI
tennvol, 2013",2,1260,2013
"SF-86 EmploymentSF-86 Employment
falconer333, 2013",5,789,2013
"MBI questionMBI question
taxman, 2013",5,2518,2013
"Whole Clearance ProcessWhole Clearance Process
sigg88, 2020",11,5092,2020
"SOR ResponseSOR Response
babble, 2013",6,1436,2013
"OddOdd
bishop50, 2013",6,615,2013
"Memorandum and SORMemorandum and SOR
kristy, 2013",2,1000,2013
"Interview for Secret ClearanceInterview for Secret Clearance
sunpool77, 2013",8,30001,2013
"BI: Employment questionBI: Employment question
Rob Hampt&#111;n, 2013",2,771,2013
"Old Investigation and PolygraphsOld Investigation and Polygraphs
Sam, 2013",6,1682,2013
"Security Clearance for naturalized citizens?Security Clearance for naturalized citizens?
kalabri, 2013",5,11344,2013
"Reapplying for clearance after denialReapplying for clearance after denial
Zula, 2012",9,4230,2012
"Secret or TS and traffic ticket deferralSecret or TS and traffic ticket deferral
noisi, 2013",2,1135,2013
"Nosy neighborsNosy neighbors
ccs, 2013",12,5914,2013
"Big Thanks to Jim HennesseyBig Thanks to Jim Hennessey
UglyStrike, 2013",3,6406,2013
"NACI QuestionNACI Question
Sean Cobb, 2013",0,738,2013
"VA Hospital-Medical Supply TechVA Hospital-Medical Supply Tech
petohha, 2013",0,355,2013
"request a copy of investigation profilerequest a copy of investigation profile
kristy, 2013",0,427,2013
"Effect of a DUI on careerEffect of a DUI on career
jokyfo, 2013",0,573,2013
"Timeline Required SF86 for Military TSTimeline Required SF86 for Military TS
new member, 2013",6,4837,2013
"Facebook &quot;friends&quot;Facebook &quot;friends&quot;
falconer333, 2013",8,4007,2013
"Foreign address impactForeign address impact
Jobhunter21, 2013",1,341,2013
"Legit job site for cleared people?Legit job site for cleared people?
PEK, 2013",3,8854,2013
"Foreign contacts, travel, &amp; references for secretForeign contacts, travel, &amp; references for secret
healthgirl, 2012",17,10928,2012
"TS/SCI Misconduct QuestionsTS/SCI Misconduct Questions
jmd78, 2013",12,29300,2013
"failed FBI polygraph in 2010failed FBI polygraph in 2010
ccvle, 2013",5,858,2013
"Denied suitability more common than denied clearanDenied suitability more common than denied clearan
question321, 2013",10,13200,2013
"Public Trust ApplicationPublic Trust Application
jered mitchell, 2013",1,948,2013
"Foreign Relatives and AssociatesForeign Relatives and Associates
Lisa Alisa, 2013",5,8118,2013
"Background checkBackground check
R. Lawlor, 2013",2,778,2013
"Interim Secret Clearance QuestionInterim Secret Clearance Question
ram134, 2013",10,3479,2013
"Volunteering counseling info question.Volunteering counseling info question.
CPinOhio, 2013",5,544,2013
"Voluntary Downgrade of clearanceVoluntary Downgrade of clearance
Foxblood, 2013",4,657,2013
"Obtaining TS from public trust omissionsObtaining TS from public trust omissions
CPinOhio, 2013",2,1071,2013
"Think I just blew my chancesThink I just blew my chances
Joe, 2013",14,4064,2013
"Temporarily Suspended Access due to PolygraphTemporarily Suspended Access due to Polygraph
Engineer's Wife, 2013",4,1778,2013
"Unsuitable vs. Denied ClearanceUnsuitable vs. Denied Clearance
BigBrother09, 2020",19,19607,2020
"30+ days for inital review of EQIP30+ days for inital review of EQIP
tennvol, 2013",0,383,2013
"K1 VisaK1 Visa
Foxblood, 2013",3,1021,2013
"SF86 &amp; Bankruptcy 3 Yrs Ago?SF86 &amp; Bankruptcy 3 Yrs Ago?
Tracy VanStavern, 2013",3,1271,2013
"Anyone receive an SOR? or gone through DOHA?Anyone receive an SOR? or gone through DOHA?
Rather not, 2013",6,1411,2013
"Foreign connections question -please helpForeign connections question -please help
Lisa Alisa, 2013",0,367,2013
"Interim Secret Clearance??Interim Secret Clearance??
merchantlanai, 2013",5,4172,2013
"Secret clearance and MRPT?Secret clearance and MRPT?
terp12, 2013",1,4334,2013
"SF85SF85
olakonipekun, 2013",6,1582,2013
"Secret Clearance adjudication..Secret Clearance adjudication..
Rather not, 2013-  1 , 2",21,8709,2013
"Secret clearance and checkered past in 1990&#039;sSecret clearance and checkered past in 1990&#039;s
dinho75, 2013",14,2381,2013
"Arrested for DUI - Duty to report?Arrested for DUI - Duty to report?
jokyfo, 2013",1,1256,2013
"Going crazy waiting for my clearanceGoing crazy waiting for my clearance
question321, 2013",4,2118,2013
"Rescinded Job OfferRescinded Job Offer
adjudie, 2013",11,7431,2013
"Clearence ownership questionClearence ownership question
rosjos44, 2013",0,308,2013
"Mitigating Financial Issues Due to DivorceMitigating Financial Issues Due to Divorce
Roy Johans&#111;n, 2013",1,554,2013
"NACI - Police Report?NACI - Police Report?
Sean Cobb, 2013",0,613,2013
"SF 85 Past AddressesSF 85 Past Addresses
Molly, 2013",0,427,2013
"Questions for answers Vs. SORQuestions for answers Vs. SOR
kristy, 2013",11,2215,2013
"SF85 last year and SF86 this yearSF85 last year and SF86 this year
sunpool77, 2013",2,1475,2013
"Job offer rescindedJob offer rescinded
Jas&#111;n, 2012",13,3673,2012
"Possible TS clearance, but no internship.Possible TS clearance, but no internship.
SWR613, 2013",6,687,2013
"Security Clearnance- Fired vs. Laid offSecurity Clearnance- Fired vs. Laid off
catmo713, 2013",3,2017,2013
"Accounts on Credit Report and SF-86Accounts on Credit Report and SF-86
Roy Johans&#111;n, 2013",1,1450,2013
"Start date after clearance grantedStart date after clearance granted
ram134, 2013",2,423,2013
"DCMA ClearanceDCMA Clearance
Joe, 2013",0,430,2013
"What happens to existing NACLC if ANACI is deniedWhat happens to existing NACLC if ANACI is denied
Matt, 2013",0,875,2013
"JPAS Code: Loss Of JurisdictionJPAS Code: Loss Of Jurisdiction
123456, 2020",10,9225,2020
"DOE Q Clearance and HRP QuestionsDOE Q Clearance and HRP Questions
Ross Oldham, 2013",0,2766,2013
"NACI ........NACI ........
Tamika Laws&#111;n, 2013",0,443,2013
"What poly for state fusion centers?What poly for state fusion centers?
Darkmage, 2013",3,718,2013
"Weird DOD TS Clearance Timeline...Weird DOD TS Clearance Timeline...
Snow_Man, 2013",3,1022,2013
"Big CompanyBig Company
gloryofgreece, 2013",2,326,2013
"Foreign Work AssignmentForeign Work Assignment
Mike Jewell, 2013",0,247,2013
"Potential landlord wants proof of clearance?Potential landlord wants proof of clearance?
Bob123, 2013",8,1125,2013
"interim clearance questioninterim clearance question
nothing, 2013",1,597,2013
"Filling out ALL sections of SF-86Filling out ALL sections of SF-86
bluebeetle5, 2013",8,6169,2013
"NACI - OF-306 QuestionNACI - OF-306 Question
Sean Cobb, 2013",1,817,2013
"Should I volunteer this info?Should I volunteer this info?
gloryofgreece, 2013",4,810,2013
"How to tell if my TS/SCI is &quot;active&quot;?How to tell if my TS/SCI is &quot;active&quot;?
franklin1, 2013",1,1049,2013
"Is State Dept TS faster than other agencies?Is State Dept TS faster than other agencies?
question321, 2013",3,1619,2013
"NSA Appeals HearingNSA Appeals Hearing
jaguar98, 2012",2,787,2012
"Two BIs at once?Two BIs at once?
bluebeetle5, 2013",0,309,2013
"Names of drug users?Names of drug users?
T&#111;ny Huynh, 2013",7,999,2013
"Question for investigatorsQuestion for investigators
bluecollar117, 2013",1,556,2013
"Getting a clearance again after revoked years agoGetting a clearance again after revoked years ago
WantBackIn, 2013",2,1698,2013
"Declaration of Federal EmploymentDeclaration of Federal Employment
Cam.SC, 2013",1,1314,2013
"final decision after SORfinal decision after SOR
rstew, 2013",4,1056,2013
"Errors on SF85P please advise.Errors on SF85P please advise.
Linda, 2013",0,681,2013
"Fired from job around 9 years goFired from job around 9 years go
steppinthrax, 2013",0,825,2013
"Questions on obtaining a federal job/clearanceQuestions on obtaining a federal job/clearance
mulligan, 2013",0,740,2013
"How do the investigators find out if u were fired?How do the investigators find out if u were fired?
nycwind, 2020",9,31882,2020
"Confused about Secret Clearance ReciprocyConfused about Secret Clearance Reciprocy
ajknmpr, 2013",1,1543,2013
"..
An&#111;nymous, 2013",6,1369,2013
"Anti-depressants and wife from the PhilippinesAnti-depressants and wife from the Philippines
Phil Breedlove, 2013-  1 , 2",26,6076,2013
"hiring freeze and security clearancehiring freeze and security clearance
rstew, 2013",2,1205,2013
"Public TrustPublic Trust
alcatraz, 2013",5,3126,2013
"Secret clearance processing timeSecret clearance processing time
Phil Breedlove, 2013",2,2848,2013
"Government Agency Clearance -&gt; Military Clearance?Government Agency Clearance -&gt; Military Clearance?
Hippo1, 2013",5,1424,2013
"Would SCI denial affect existing TS clearanceWould SCI denial affect existing TS clearance
huanchh, 2013",4,1570,2013
"BI on Employment History (federal)BI on Employment History (federal)
J&#111;n, 2013",0,2796,2013
"Internship clearancesInternship clearances
SWR613, 2013",9,2466,2013
"Short Sale/Secret ClearenceShort Sale/Secret Clearence
AFG365, 2013",1,1298,2013
"SSBI QuestionSSBI Question
Kyle, 2013",4,1300,2013
"HELP!HELP!
gloryofgreece, 2013",0,777,2013
"Just Got TS/SSBI, go right into SCIJust Got TS/SSBI, go right into SCI
huanchh, 2013",0,1281,2013
"Drugs and Secret ClearanceDrugs and Secret Clearance
gloryofgreece, 2013",12,2298,2013
"Home Loan QuestionHome Loan Question
Dirk, 2013",17,2475,2013
"foreign influenceforeign influence
gloryofgreece, 2013",4,920,2013
"Full field BI: do they read your email?Full field BI: do they read your email?
Real Name, 2013",0,1581,2013
"Rectifying a mistake on submited SF-86 and new jobRectifying a mistake on submited SF-86 and new job
Ross Oldham, 2013",3,1902,2013
"SF- 86 Work History: Need FeedbackSF- 86 Work History: Need Feedback
Joe, 2013",4,2486,2013
"How Long Did It Take You to Be Entered in E-QIP?How Long Did It Take You to Be Entered in E-QIP?
alcatraz, 2013",2,2569,2013
"FBI IA Candidate- Questions about BIFBI IA Candidate- Questions about BI
asasymbol, 2013",15,3614,2013
"TS eligibilityTS eligibility
Joe Blow, 2013",1,875,2013
"How to get my public trust informationHow to get my public trust information
jeff, 2013",0,786,2013
"Now I WaitNow I Wait
UglyStrike, 2013",6,1352,2013
"Foreign national on CI PoligraphForeign national on CI Poligraph
Mike, 2013",4,966,2013
"Adjudication for TS/SCIAdjudication for TS/SCI
cartrouble2k, 2020",9,6548,2020
"Chances of getting a clearenceChances of getting a clearence
Curious0311, 2013",1,1400,2013
"Stuck at AFCAF, could a congressman help?Stuck at AFCAF, could a congressman help?
kristy, 2013",0,965,2013
"Please Help Need Answer ASAP.Please Help Need Answer ASAP.
Curious0311, 2013",4,1350,2013
"can&#039;t get in touch with my contact personcan&#039;t get in touch with my contact person
dove, 2013",3,1192,2013
"Stuck at DOHA? Call Your Congressman!Stuck at DOHA? Call Your Congressman!
lahrp40, 2013",2,1220,2013
"SOR / LOI ?SOR / LOI ?
kristy, 2013",2,2029,2013
"Does my SC need to be revalidated?Does my SC need to be revalidated?
Janet Shaeffer, 2013",1,1151,2013
"adjudication timelineadjudication timeline
kristy, 2013",8,2526,2013
"Why would adjudication take so long?Why would adjudication take so long?
question321, 2013",13,24612,2013
"LOI??LOI??
Fed warrior, 2013",7,1713,2013
"CAC/Public TrustCAC/Public Trust
Lisa Newcomer, 2013",1,2039,2013
"Opinions on EligibilityOpinions on Eligibility
Ty, 2013",0,850,2013
"SF-86 QuestionsSF-86 Questions
Ross Oldham, 2013",2,1020,2013
"Requesting a copy of BI?Requesting a copy of BI?
Hippo1, 2013",2,1041,2013
"Medium Risk Public TrustMedium Risk Public Trust
ncps, 2013",1,2370,2013
"E-QIP?!E-QIP?!
bozo, 2013",1,987,2013
"Late Tax Filings & Security ClearanceLate Tax Filings & Security Clearance
Camer&#111;n Moser, 2019",5,5516,2019
"Secret clearance renewal questionSecret clearance renewal question
at1178, 2013",1,1551,2013
"&quot;Non-Sensitive High Risk&quot;&quot;Non-Sensitive High Risk&quot;
Real Name, 2013",0,1544,2013
"DHS Security clearance processDHS Security clearance process
Fed warrior, 2013",0,2471,2013
"+Unemployed and Clearance+Unemployed and Clearance
G. L. Smith, 2013",3,1588,2013
"Short SaleShort Sale
feelingstuck, 2013",6,1841,2013
"e-QIP / Fingerprint Card Time Framee-QIP / Fingerprint Card Time Frame
Fletcher, 2013",7,3085,2013
"IT Level 1 Clearance?IT Level 1 Clearance?
throwback1, 2013",1,3108,2013
"Should I list my clearance on my Resume?Should I list my clearance on my Resume?
Strike Z, 2013",8,47212,2013
"failed sf85p last year, now agency wants sf86failed sf85p last year, now agency wants sf86
margherita, 2013",2,2450,2013
"Do in-laws count as relatives?Do in-laws count as relatives?
throwback1, 2013",2,5334,2013
"OF-306OF-306
10pointVet, 2013",4,7207,2013
"DWI and SOR- Question for Adjudicators or anyoneDWI and SOR- Question for Adjudicators or anyone
gordonb, 2013",4,1400,2013
"Finger Print check time scopeFinger Print check time scope
QandA, 2013",0,779,2013
"TS clearance - bf is foreign nationalTS clearance - bf is foreign national
govt_cog, 2013",0,1346,2013
"BI&#039;s and background checksBI&#039;s and background checks
ninabeans_25, 2013",1,1064,2013
"Question on Yankee white ClearancesQuestion on Yankee white Clearances
nichepi, 2013",2,13418,2013
"Adjudication timeAdjudication time
WaitingForTS, 2013",1,1304,2013
"Clearance crossing from gov&#039;t to private sectorClearance crossing from gov&#039;t to private sector
TD29, 2013",5,1643,2013
"SSBI Secret Clearance questionSSBI Secret Clearance question
AJ78, 2013",4,4592,2013
"OPM investigatorOPM investigator
Bao Tran, 2013",2,1302,2013
"TS Clearance and getting fired by crazy bossTS Clearance and getting fired by crazy boss
ephemeral, 2013",1,1871,2013
"Current TS | SSBI holder - trying to obtain SCICurrent TS | SSBI holder - trying to obtain SCI
rosjos44, 2013",3,1524,2013
"Foreign FriendForeign Friend
MCooper, 2013",3,2432,2013
"Differences on my clearance packages (HELP!)Differences on my clearance packages (HELP!)
ninabeans_25, 2013",1,935,2013
"Reinvestigation TimelineReinvestigation Timeline
Wakahaka, 2020",0,1720,2020
"Foreign Family Members in JPASForeign Family Members in JPAS
aliebel, 2012",0,1231,2012
"EOD DateEOD Date
Real Name, 2013",0,1645,2013
"Waiting for clearanceWaiting for clearance
George, 2013",0,963,2013
"SF-85P &amp; EOD/Interim DeterminationSF-85P &amp; EOD/Interim Determination
J&#111;n Meckley, 2013",2,2128,2013
"Tax questionTax question
UglyStrike, 2013",4,2443,2013
"Military Intel/TS Clearance QuestionMilitary Intel/TS Clearance Question
1811, 2013",0,1125,2013
"TOP Secret SCI ability to obtain?TOP Secret SCI ability to obtain?
JohnQ, 2013",3,2437,2013
"TS/SCI Clearance and Foreign Legal ProstitutionTS/SCI Clearance and Foreign Legal Prostitution
ko123, 2012",9,5751,2012
"How long is the back log at DOHA?How long is the back log at DOHA?
Ernest Todd, 2013",1,881,2013
"Public Trust PositionPublic Trust Position
Melissa, 2013",0,1879,2013
"Mental health and SECRET clearanceMental health and SECRET clearance
whysosiriusblack, 2013",2,3024,2013
"Revoking ClearanceRevoking Clearance
Mandrew, 2013",17,12871,2013
"TS For Me?TS For Me?
Dirk, 2013",0,1009,2013
"NACI to SecretNACI to Secret
Mark, 2013",1,1148,2013
"Secret/SSBI a strange combo!Secret/SSBI a strange combo!
curme, 2013",3,2856,2013
"Employer wants to see e-qip?Employer wants to see e-qip?
solidus11, 2013",1,1878,2013
"Google+ is SF86Google+ is SF86
Sim&#111;n, 2013",1,1192,2013
"need the advice of a senior memberneed the advice of a senior member
Ernest Todd, 2013",6,1103,2013
"Security Clearance and Dual CitizenshipSecurity Clearance and Dual Citizenship
chj02160, 2013",3,2245,2013
"Anyone waiting for a clearance through the DON?Anyone waiting for a clearance through the DON?
Nathan, 2013",0,906,2013
"Can you hold my clearance???Can you hold my clearance???
Clark30, 2013",3,4581,2013
"What happens to TS if job not taken?What happens to TS if job not taken?
Dustin, 2013-  1 , 2",21,10482,2013
"USCIS M&amp;P assistant clearanceUSCIS M&amp;P assistant clearance
Fed warrior, 2013",3,1076,2013
"Secret ClearanceSecret Clearance
ram134, 2013",0,1031,2013
"SF85-P Change in process mid investigation?SF85-P Change in process mid investigation?
James Meyers, 2013",1,987,2013
"Public Trust after TS denial?Public Trust after TS denial?
huanchh, 2013",0,1615,2013
"Chance of a secret clearance passing?Chance of a secret clearance passing?
Jobhunter21, 2013",0,1212,2013
"Any SWAG on how long my TS investigation will takeAny SWAG on how long my TS investigation will take
Dustin, 2013",9,2508,2013
"Already got Secret,getting TS, fall back to SecretAlready got Secret,getting TS, fall back to Secret
huanchh, 2013",2,1166,2013
"Adjudication process and lengthAdjudication process and length
huanchh, 2013",2,1473,2013
"Question about ReferancesQuestion about Referances
UglyStrike, 2013",0,930,2013
"Contacting your Personnel Security SpecialistContacting your Personnel Security Specialist
J&#111;n Meckley, 2013",2,1040,2013
"Clearance hold upClearance hold up
jokyfo, 2013",0,1073,2013
"Chances for Interim Secret with medical debt?Chances for Interim Secret with medical debt?
Eric, 2013",2,1533,2013
"SF-85P (Public Trust) and ChangesSF-85P (Public Trust) and Changes
J&#111;n Meckley, 2013",0,1321,2013
"SF86 in-lawsSF86 in-laws
Marvin, 2013",3,2217,2013
"Chances at clearance?Chances at clearance?
Craig, 2013",5,2379,2013
"FBI TS/SCI w/ CI PolyFBI TS/SCI w/ CI Poly
Special.Investigator, 2013",1,2593,2013
"Interim with old Marijuana UseInterim with old Marijuana Use
jnullo, 2013",12,14466,2013
"Subject Interview: What to wear?Subject Interview: What to wear?
Kristie, 2013",10,7867,2013
"SF86 Employer contact questionsSF86 Employer contact questions
Bao Tran, 2013",0,1047,2013
"sf-8*: mention new job?sf-8*: mention new job?
Huskerfan, 2013",1,787,2013
"CollectionsCollections
Lucette, 2013",1,1457,2013
"Pending AdjudicationPending Adjudication
Denise, 2013",0,1491,2013
"TS/SCI Suspended, need guidanceTS/SCI Suspended, need guidance
Andrew Vanderboegh, 2013",7,4244,2013
"Interim TS in One WeekInterim TS in One Week
Yourmyboyblue, 2013",4,2379,2013
"Please Assess My ChancesPlease Assess My Chances
BobStrauss, 2013-  1 , 2 , 3",44,18667,2013
"DOD Clearance Revocation?....what can I do NOW?DOD Clearance Revocation?....what can I do NOW?
blkchr91, 2013",0,1358,2013
"Question on security clearance transferQuestion on security clearance transfer
Patrick, 2013",2,1253,2013
"Barriers to Seaking helpBarriers to Seaking help
whirleybird, 2013",0,772,2013
"Secret transfer from AD mil to civ questionSecret transfer from AD mil to civ question
Dustin, 2013",6,1083,2013
"DHS TS with SCI AccessDHS TS with SCI Access
Yourmyboyblue, 2013",0,1308,2013
"&quot;failed&quot; polygraph?&quot;failed&quot; polygraph?
indy_phal, 2013",9,17171,2013
"Break in service: impact on clearance?Break in service: impact on clearance?
Huskerfan, 2013",0,1373,2013
"Fired from Job - Effect on Suitability/ClearanceFired from Job - Effect on Suitability/Clearance
Jeff, 2013",0,4039,2013
"SF86 outcome with past criminal historySF86 outcome with past criminal history
Scott Swoop, 2013",11,5489,2013
"Fired from Job - Effect on suitability/clearanceFired from Job - Effect on suitability/clearance
Jeff, 2013",1,1070,2013
"Final Secret and now in process with NSAFinal Secret and now in process with NSA
Linguist, 2013",4,1434,2013
"Special Investigator coming overSpecial Investigator coming over
jokyfo, 2013",4,1444,2013
"Finally...BI started...(yawn)...Finally...BI started...(yawn)...
Dustin, 2013",3,1052,2013
"How do I get my clearance &quot;renewed&quot; before ETS&#039;ingHow do I get my clearance &quot;renewed&quot; before ETS&#039;ing
seeker11, 2013",3,1545,2013
"Helpful Tips - First Time BI for TS/SCIHelpful Tips - First Time BI for TS/SCI
FemmeDelight, 2013",3,2011,2013
"VA Police - SF85, SF86???VA Police - SF85, SF86???
FedHopeful2012, 2013",5,2510,2013
"Post Interview QuestionsPost Interview Questions
Dresden, 2013",2,2890,2013
"SF-85P and SF-85-PS questionsSF-85P and SF-85-PS questions
IslandStyle82, 2013",3,3443,2013
"Poly/BI timelinePoly/BI timeline
Bobby, 2013",11,3782,2013
"Can PT be denied after favorable suitability?Can PT be denied after favorable suitability?
J&#111;n Ryu, 2013",4,1356,2013
"Any retired or current BI investigators?Any retired or current BI investigators?
Devin, 2013",0,810,2013
"Anti-depressants / DivorceAnti-depressants / Divorce
PJ612, 2013",2,1394,2013
"Questions on SF86Questions on SF86
shivamydog, 2013",2,3750,2013
